sex,sat_v,sat_m,sat_sum,hs_gpa,fy_gpa,sex_dummy,sex_factor,leverage,cooks_dist
2,47,47,94,2.8,2.38,0,Male,0.0028679599477310237,8.835201797482924e-5
1,48,47,95,2.4,2.24,1,Female,0.003786417821312329,4.6163818173833846e-4
1,35,53,88,2.7,2.12,1,Female,0.0035872899676109723,1.3755198399703535e-4
2,46,58,104,2.8,2.63,0,Male,0.003410116158821786,2.264091640201123e-4
2,54,47,101,2.5,1.98,0,Male,0.004819951338990167,6.32534406058543e-5
2,50,50,100,3.2,1.69,0,Male,0.0020870233864999786,9.666264069652259e-4
1,58,59,117,4,2.47,1,Female,0.004646844956376376,0.0011846563708974825
1,49,60,109,4,2.34,1,Female,0.005033999091754938,0.00131496768647239
2,43,47,90,2.67,2.58,0,Male,0.003425396223659711,7.259627459061962e-4
1,42,52,94,3,2,1,Female,0.0026797312137653807,4.373183283958401e-5
1,46,51,97,2.7,1.63,1,Female,0.0026447482547754314,3.0500500903516846e-4
2,52,55,107,3.5,3.37,0,Male,0.002317255338328549,6.160722400910293e-4
1,45,46,91,2.8,1.64,1,Female,0.003060063994246837,2.7570273563606716e-4
1,62,60,122,3.8,2.88,1,Female,0.0039519845362603655,6.199787742525002e-5
2,58,62,120,4,3.12,0,Male,0.0045783953307855845,5.071609333687301e-5
2,57,55,112,4,2.33,0,Male,0.003929895688355362,0.0017855509682323358
2,60,59,119,3,2.45,0,Male,0.005401232932562193,1.9060779028033645e-4
1,43,51,94,2.5,2.22,1,Female,0.003400766558744108,3.0103936892921987e-4
1,51,65,116,3.5,2.17,1,Female,0.0026436370130028747,6.840703522149226e-4
1,37,55,92,2.3,2.44,1,Female,0.0043878745304465425,0.001616718845452192
1,49,48,97,3.1,2.98,1,Female,0.0024146932924984325,9.283249492404346e-4
2,44,54,98,2.7,2.29,0,Male,0.0033585548147426966,2.9698855484565822e-5
2,44,52,96,3.5,2.56,0,Male,0.0026156683507858464,2.370340548839944e-6
2,27,38,65,2.5,1.8,0,Male,0.008642349923011083,3.6330661776960005e-4
1,48,55,103,3.1,2.43,1,Female,0.001983898002917448,1.0596997696830005e-5
1,41,59,100,3.5,2.61,1,Female,0.0031609478634823307,1.8093225041650246e-5
2,35,58,93,3.1,3.09,0,Male,0.002380279608880086,0.0010074380851627183
1,46,54,100,2.6,2.53,1,Female,0.002898331572767122,5.493437361430083e-4
1,52,64,116,2.7,2.48,1,Female,0.0041340289650965275,7.624960587838504e-5
1,61,60,121,3.5,3.94,1,Female,0.0031686400682097364,0.0027640240160565622
1,48,64,112,3.4,2.86,1,Female,0.002263867010696649,7.244119402884417e-5
2,58,58,116,2.9,2.31,0,Male,0.005153613400300239,2.501688904311048e-4
1,44,40,84,2.6,2.18,1,Female,0.004417927484841055,5.327765142862229e-4
1,49,57,106,3.25,3.07,1,Female,0.0020116750826802018,5.178500877968332e-4
1,40,45,85,2.1,1.64,1,Female,0.006020345674143533,7.501351244698286e-5
2,52,60,112,3,2.7,0,Male,0.003739150254449315,5.1538207599277856e-5
1,36,50,86,3.5,2.08,1,Female,0.006360245641578622,2.3743217320022016e-4
2,57,55,112,4,3.51,0,Male,0.003929895688355362,4.3405067187284117e-4
2,48,62,110,4,3.63,0,Male,0.0038985636722205104,8.281400511644423e-4
1,39,44,83,3,1.63,1,Female,0.004944843363868728,4.4368636280180525e-4
2,54,61,115,4,3.76,0,Male,0.004074988383412168,0.0010445577039751364
2,57,47,104,2.8,2.96,0,Male,0.003410116158821786,9.90604853099602e-4
1,40,48,88,3.25,2.83,1,Female,0.0044502200259957615,0.001297462235828192
1,35,40,75,3,1.36,1,Female,0.007586223652845524,0.0013779073760525453
1,61,65,126,3.8,2.91,1,Female,0.004464230261856908,1.0340183615478791e-4
1,50,57,107,3.2,2.65,1,Female,0.0019638032862800683,5.059080789386644e-5
2,41,52,93,3,2.56,0,Male,0.002458367478761556,1.4972381811044358e-4
1,49,68,117,3,1.89,1,Female,0.003057589801068351,8.358390665818118e-4
1,50,57,107,2.8,2.04,1,Female,0.0024840122698434647,7.079585228756133e-5
1,60,64,124,3.25,2.67,1,Female,0.0038108199202802253,1.804545590123708e-5
1,54,72,126,3.75,3.29,1,Female,0.00433380919480185,1.6624641853988195e-4
1,41,56,97,2.6,1.74,1,Female,0.002928209662059213,1.1529162934088105e-4
1,44,41,85,2.8,2.98,1,Female,0.004139316494417943,0.0035133909265911605
1,44,55,99,2.5,2.28,1,Female,0.003301635634788292,2.646427106658693e-4
2,50,42,92,2.4,1.21,0,Male,0.004790487829947658,0.0017597750187133838
1,40,52,92,2.5,1.24,1,Female,0.0035319739544573264,9.248252323480532e-4
2,55,54,109,3.5,3.47,0,Male,0.002433029189787191,8.034514668051495e-4
2,47,44,91,3.1,2.37,0,Male,0.002552708962128165,1.0341686967025542e-5
2,38,57,95,4,3.49,0,Male,0.005331182955736085,0.00154849415100212
1,56,47,103,2.7,1.41,1,Female,0.0026049551380122353,9.551582170124599e-4
2,49,52,101,4,2.04,0,Male,0.004404994427253555,0.002663036677241554
1,58,60,118,3.7,3.49,1,Female,0.003280426016775557,8.02887944207652e-4
1,51,64,115,2.6,1.7,1,Female,0.0045146452016881595,9.93182851962509e-4
1,42,53,95,2.5,1.19,1,Female,0.0033547817950584044,0.001181888276696034
2,52,49,101,3.6,3.63,0,Male,0.002527310136628775,0.001491445732228489
2,48,51,99,3.9,2.98,0,Male,0.0040238335918722536,3.8938218781462374e-5
1,48,62,110,3.4,2.35,1,Female,0.002217471615921477,1.1645609734577186e-4
2,53,52,105,3.6,2.38,0,Male,0.0024321050217976877,2.9578530827886556e-4
2,57,57,114,3.8,2.38,0,Male,0.0033175302708145504,0.0010482204395719159
1,44,57,101,3.2,2.4,1,Female,0.002178446172331011,1.4986169910829803e-6
2,29,60,89,2.5,1.92,0,Male,0.004210666519923547,2.8900807654875726e-7
1,54,45,99,3.7,2.86,1,Female,0.004389566175599008,1.8801321801794796e-4
1,41,63,104,3.25,2.9,1,Female,0.00207335588967005,3.135093813022451e-4
2,42,59,101,3.7,3.44,0,Male,0.0028611626092562518,8.942001370398559e-4
2,53,65,118,2.9,1.88,0,Male,0.0057003155482186416,0.002149730415186782
2,49,38,87,2.8,2.52,0,Male,0.003266668322080074,4.88322175156871e-4
1,48,54,102,4,1.17,1,Female,0.0060594216561928715,0.012212074019952474
1,60,65,125,2.9,3.16,1,Female,0.005279344175221478,0.0013369311824787873
1,45,57,102,3.25,1.64,1,Female,0.00218735385444898,9.460908133367912e-4
2,46,44,90,2.75,2.17,0,Male,0.0031561950836509027,1.67221507341096e-5
2,31,41,72,2.67,1.62,0,Male,0.006305977706114579,9.453372321808949e-5
1,49,60,109,3,2.37,1,Female,0.002141403360387621,1.7378452893490904e-7
1,47,43,90,3,3.19,1,Female,0.0033202983069957224,0.002926875042681248
1,50,50,100,3,2.29,1,Female,0.002111259257337978,3.493725984850389e-6
2,59,69,128,4,3.41,0,Male,0.006063969497841107,8.453718482903847e-6
1,58,61,119,4,3.24,1,Female,0.004680849317004439,7.43543678290951e-5
2,48,60,108,3.3,2.64,0,Male,0.0023808776083187218,1.3755910787556839e-6
1,52,57,109,3.5,3.35,1,Female,0.002457962892498622,8.497280316797629e-4
1,47,50,97,2.75,1.87,1,Female,0.002536909701140721,6.406836778539988e-5
2,45,55,100,2.7,1.5,0,Male,0.0034995695713623313,0.0012836598048208295
2,37,59,96,4,2.98,0,Male,0.0051441199773708205,4.186796371138342e-5
1,56,65,121,3.1,2.95,1,Female,0.003516638654784885,2.7686855948650665e-4
2,52,52,104,2.8,2.2,0,Male,0.003410116158821786,4.042352666839404e-5
2,65,57,122,3.8,3.11,0,Male,0.004435966659612956,8.892161675249747e-6
2,42,49,91,4,3.12,0,Male,0.006210227763669844,4.720437233624144e-4
2,48,51,99,3.3,2.69,0,Male,0.00209635486975594,3.896090286793938e-5
2,45,58,103,4,2.91,0,Male,0.004200899233337543,1.5835106997730026e-5
1,52,62,114,2.6,2.67,1,Female,0.004315335933629197,5.964937793109028e-4
1,51,57,108,3.2,2.49,1,Female,0.001973806985003691,2.4878856380169077e-7
1,46,65,111,2.5,2.98,1,Female,0.004397808940915907,0.0023007920004871315
1,50,72,122,3.1,3.06,1,Female,0.0037260441629710333,4.864894327897124e-4
1,52,61,113,3.1,2.18,1,Female,0.0023122490093974335,1.6940229207470343e-4
1,52,68,120,4,3.5,1,Female,0.004717470431489376,5.289133837443441e-4
2,45,50,95,2.8,2.1,0,Male,0.0028633187663273836,1.6595398153831265e-5
2,54,50,104,3.4,3.8,0,Male,0.0021374701643414856,0.002004414851381467
2,50,60,110,3.25,1.8,0,Male,0.0026638244886003646,0.0014665062851558974
1,41,63,104,4,2.14,1,Female,0.005701047333402824,0.0021677875809562363
2,44,54,98,3.3,3.4,0,Male,0.0021301376793742047,0.001210598517697042
2,45,48,93,2.8,2.66,0,Male,0.0028856804185819346,5.265734125878081e-4
2,41,64,105,3.5,2.36,0,Male,0.0022537986446589885,2.28187143896928e-4
1,45,43,88,2.9,1.98,1,Female,0.003584755982714188,1.2529072693920523e-6
1,45,49,94,3,1.62,1,Female,0.0026797312137653807,5.461100473439236e-4
1,56,53,109,3.2,2.03,1,Female,0.0019968899731745834,3.0908084759325577e-4
2,54,53,107,2.3,1.84,0,Male,0.007618148186975333,3.625555479280775e-4
1,50,67,117,3,2.02,1,Female,0.003057589801068351,5.191755735783665e-4
1,58,63,121,3.5,3.15,1,Female,0.0031686400682097364,2.1538160432530202e-4
1,51,35,86,2.75,1.54,1,Female,0.003922381976463766,3.444838205392715e-4
2,48,45,93,2.8,2.6,0,Male,0.0028856804185819346,4.080865762846016e-4
2,41,50,91,3.8,2.58,0,Male,0.004764792340971002,3.891800659328405e-5
2,51,61,112,3.5,3.11,0,Male,0.0027047846378296806,1.416736562185884e-4
2,39,34,73,2.7,1.19,0,Male,0.0060101305454509975,0.0016086344142390572
2,54,53,107,3.5,2.23,0,Male,0.002317255338328549,4.799146341735574e-4
2,44,53,97,2.2,1.78,0,Male,0.006735312864600334,5.4628799021347173e-5
2,52,44,96,3,2.24,0,Male,0.0023466933913461876,9.91525278647047e-6
2,53,37,90,3.3,2.29,0,Male,0.002871254576422054,2.1469501577315662e-5
1,37,67,104,2.9,2.38,1,Female,0.0021202302496299815,2.681107177881264e-5
1,35,48,83,2.2,0.95,1,Female,0.00574937408239922,0.0014337456338144895
1,45,53,98,2.4,2.05,1,Female,0.0037758145385410635,8.249844022853857e-5
2,43,47,90,3.1,2.49,0,Male,0.00265854257292311,8.515019451955375e-5
1,49,59,108,3.3,1.12,1,Female,0.002053410648626632,0.0029693276234751035
2,37,43,80,2.03,1.31,0,Male,0.007695818047241308,2.707189358150169e-4
2,41,43,84,3.3,2.38,0,Male,0.003976422405993294,1.8860724772644338e-5
2,40,45,85,3,2.74,0,Male,0.0033316537808824303,8.505366821328823e-4
1,48,64,112,3,4,1,Female,0.0023868786047883672,0.004284286088656271
1,44,59,103,3.8,2.66,1,Female,0.004376642083905353,1.7803980024247287e-5
1,54,60,114,3.5,2.96,1,Female,0.0025251908170510224,9.152900990772245e-5
2,63,42,105,2.1,1.88,0,Male,0.009247311366727523,3.572493791531242e-5
1,47,55,102,2.7,1.4,1,Female,0.002578889100521259,9.31310419825426e-4
2,56,52,108,3.5,3.31,0,Male,0.002368602619334235,4.8276267292305254e-4
2,50,50,100,3.75,3.3,0,Male,0.003142918133704228,5.790150750819763e-4
1,64,64,128,4,3.21,1,Female,0.005481293767470602,1.7138003849568437e-6
2,42,59,101,3.25,3.22,0,Male,0.002070561632583382,7.087958403409364e-4
1,43,48,91,2.8,2.28,1,Female,0.003060063994246837,1.8398399954630383e-4
1,43,49,92,3.2,2.52,1,Female,0.003383262539098173,2.0556249490215407e-4
1,52,52,104,4,2.62,1,Female,0.005701047333402824,2.4317507025532585e-4
2,34,50,84,2,2,0,Male,0.007785140589627945,0.001036484573180462
2,44,45,89,3.6,2.02,0,Male,0.004068537268059988,8.113502176668844e-4
2,42,43,85,2.4,2.24,0,Male,0.004916137054937741,6.550925167077066e-4
2,47,48,95,4,3.12,0,Male,0.005331182955736085,2.6495905033836905e-4
1,52,52,104,2.75,2.28,1,Female,0.0024792407611131774,2.410904971095276e-5
2,49,59,108,3,2.13,0,Male,0.003077133091939046,3.072608148032271e-4
2,38,48,86,2.7,1.55,0,Male,0.0036111265885955955,5.202730448136601e-4
2,62,56,118,3.7,2.4,0,Male,0.003624842482734901,0.0010968455599544716
1,61,45,106,2.6,1.59,1,Female,0.0031917162092592382,6.298703814772638e-4
1,44,55,99,3,2.94,1,Female,0.0021733063597910354,8.011853768136717e-4
2,55,61,116,3.2,2.29,0,Male,0.0037952185438046874,5.475506702051744e-4
1,47,66,113,3.5,2.98,1,Female,0.0024855866532460013,1.2085326231461171e-4
2,44,44,88,3.1,3.66,0,Male,0.002909447662854811,0.004203943179470305
1,41,56,97,2.9,0.38,1,Female,0.0023489626402653065,0.005277642173695612
2,62,59,121,3.7,2.65,0,Male,0.004151988202649243,5.884053858113923e-4
2,60,68,128,3.7,1.95,0,Male,0.005839770013103835,0.006651157853168405
2,44,60,104,3.2,3.06,0,Male,0.0022001692290916685,4.1330965665449363e-4
2,63,58,121,3.7,3.87,0,Male,0.004151988202649243,0.001832181750157052
1,45,58,103,2.4,2.64,1,Female,0.00401972818953436,0.0013781298470333095
1,43,55,98,2.4,2.54,1,Female,0.0037758145385410635,0.001208148107965977
1,36,45,81,2.5,2.42,1,Female,0.005188783826359856,0.002122157932376413
2,58,53,111,3.3,3.44,0,Male,0.002711145731223848,0.0010359002790492286
2,62,68,130,4,3.91,0,Male,0.006566155934077689,0.0012633162876041532
1,41,61,102,4,2.46,1,Female,0.0060594216561928715,6.091980241487271e-4
1,58,59,117,3.75,2.79,1,Female,0.0034022274173698772,4.3129291943457066e-5
2,46,43,89,2.7,1.79,0,Male,0.0033714132375942223,1.5471409166806804e-4
2,45,61,106,4,3.22,0,Male,0.00399285111331805,1.069814805931784e-4
1,40,41,81,2.3,0.57,1,Female,0.005686265743932766,0.004064102439294939
1,63,68,131,4,3.48,1,Female,0.005983535794343521,1.8041603830583537e-4
2,53,54,107,3.5,2.13,0,Male,0.002317255338328549,6.763057961329419e-4
2,57,72,129,4,3.18,0,Male,0.006308523071235763,1.8756060718366974e-4
1,39,56,95,3.75,3.81,1,Female,0.005585065218499787,0.006128105203781015
1,45,66,111,2.7,2.49,1,Female,0.0032843378580417774,1.444743997471852e-4
1,52,67,119,3,1.87,1,Female,0.0034174293057112367,0.0010959224853355103
1,55,53,108,3.5,2.63,1,Female,0.0024837551759299527,3.639963474543395e-7
1,44,48,92,2.2,1.91,1,Female,0.0049513934184698665,2.0303449875332444e-4
2,56,45,101,3.8,3.1,0,Male,0.0032853941485695396,1.6181671617527033e-4
1,64,62,126,4,3.12,1,Female,0.0052118621967916735,2.429663676565284e-5
2,46,51,97,3.1,2.19,0,Male,0.0021923723757511712,6.199471758998337e-5
1,64,61,125,3.6,3.21,1,Female,0.0038978507136938705,1.752531435114404e-4
1,60,66,126,2.7,3.4,1,Female,0.0068143578877513005,0.004270081924096444
1,52,60,112,3.1,2.37,1,Female,0.002220557106236719,2.037444182732997e-5
2,46,61,107,3.75,2.67,0,Male,0.0028510232452074896,1.1326955719949058e-4
2,58,58,116,3.5,3.59,0,Male,0.003250235287481453,0.0011148928851124667
2,34,42,76,3.1,1.93,0,Male,0.005513538516015724,7.295457892533221e-5
2,54,64,118,3.8,3.17,0,Male,0.0037721141496355904,1.3069295884597285e-5
2,50,33,83,2.75,2.04,0,Male,0.0038641024123209286,1.1164545414756653e-5
1,59,63,122,3.2,1.96,1,Female,0.0034871841590977852,0.001358114280700211
2,49,45,94,3.7,2.07,0,Male,0.0036453665043357504,9.738525363174184e-4
1,37,42,79,2.2,2.35,1,Female,0.006444093680885739,0.0036238866512317194
2,55,55,110,3.75,3.06,0,Male,0.0029221147775607996,2.5629123445085776e-5
1,32,66,98,2.9,2.48,1,Female,0.0022770487161184495,1.7365443530408352e-4
1,41,68,109,3.3,2.58,1,Female,0.0020602018795967837,1.5301613282851135e-6
2,47,53,100,2.8,2.15,0,Male,0.003036302201018237,2.978264579598929e-5
2,49,41,90,2.7,2.42,0,Male,0.0033176673661549708,3.181487157033329e-4
1,53,68,121,3.2,2.09,1,Female,0.003294070408112378,8.236447165884506e-4
2,55,57,112,2.5,2.27,0,Male,0.007032992538214264,9.121543756319089e-7
1,43,52,95,2.7,2.31,1,Female,0.002762646942607993,1.952311240462776e-4
2,43,56,99,3,2.24,0,Male,0.002352732908956253,2.5582349684325018e-5
2,50,53,103,3.5,1.92,0,Male,0.0022426591087785093,9.966531191249778e-4
1,44,41,85,2,1.73,1,Female,0.0066505803951332956,3.7162418381192676e-4
1,64,59,123,2.5,3.38,1,Female,0.007377399927450446,0.006108132711968187
2,49,48,97,3.8,3.02,0,Male,0.003720201952162881,1.5825282315302356e-4
1,49,55,104,3.2,2.29,1,Female,0.0020122679267928234,2.2897665236835894e-5
1,43,45,88,2.5,1.33,1,Female,0.003951340219251008,5.787478867726851e-4
1,64,71,135,3.3,2.83,1,Female,0.0068276044808126025,6.921189793544502e-5
2,54,57,111,3.33,3.34,0,Male,0.0026715952393906255,7.187085038000181e-4
2,40,47,87,3.2,1.51,0,Male,0.0031645608820003567,0.0013967914193272976
2,50,53,103,3.2,1.16,0,Male,0.0021522638342728402,0.0029517168933444774
2,57,64,121,3.75,1.94,0,Male,0.00418988901696275,0.004240054808499959
1,49,59,108,3.8,1.74,1,Female,0.003807114967028527,0.003179370232660552
1,50,55,105,3.2,2.17,1,Female,0.0019830337571746346,9.764497068488967e-5
2,53,62,115,3.3,2.28,0,Male,0.0033346132806924677,5.956469299773509e-4
1,54,59,113,3.5,2.75,1,Female,0.0024855866532460013,1.5073287331870644e-6
1,51,56,107,3,2.8,1,Female,0.002043149644690141,3.0003627792245865e-4
2,38,40,78,3.8,2.53,0,Male,0.008643363763459817,1.2278766325067742e-5
1,61,65,126,3.7,2.43,1,Female,0.004225982894418246,0.0011167112361920922
2,44,44,88,2.7,1.84,0,Male,0.0034382383984807425,8.638230039118598e-5
1,56,61,117,3.7,2.05,1,Female,0.0032210882095829374,0.0016673592787465321
1,48,63,111,3,2.48,1,Female,0.002291974233874181,7.836021151680289e-6
1,55,67,122,3.3,2.75,1,Female,0.0033387032219103514,1.1246038510427812e-8
1,61,51,112,2.3,3.24,1,Female,0.006081742961852661,0.006439668358701839
1,46,44,90,3.6,2.69,1,Female,0.005828567266470854,3.027495986866185e-4
1,51,66,117,3,2.21,1,Female,0.003057589801068351,1.9134729028224182e-4
2,67,70,137,3.8,3.49,0,Male,0.008789212318264097,6.064777860369446e-5
1,49,40,89,2.3,2.24,1,Female,0.0045850297516664505,0.0010379713666611083
1,63,50,113,2.9,2.85,1,Female,0.002767854587588026,4.319379671458486e-4
2,40,50,90,2.5,1.62,0,Male,0.004189504162885779,3.222215031931533e-4
2,53,65,118,3.7,3.03,0,Male,0.003624842482734901,6.065637943682559e-7
2,48,42,90,3.6,3.1,0,Male,0.0038681655818140663,8.237142446889737e-4
2,43,43,86,2.5,1.59,0,Male,0.004352629327720474,2.731319547870202e-4
1,46,63,109,2.8,2.21,1,Female,0.002647433014343909,6.681431406727329e-6
1,67,60,127,3.3,2.43,1,Female,0.004419002532542734,5.012941426266398e-4
1,46,60,106,3.5,2.46,1,Female,0.002574577611134425,4.398713189714857e-5
2,58,58,116,4,2.96,0,Male,0.004149511193992311,1.4859148301922195e-4
2,43,61,104,2.8,2.2,0,Male,0.003410116158821786,4.042352666839404e-5
1,46,43,89,2.8,2.31,1,Female,0.003367497669848125,2.9716200828102415e-4
1,49,49,98,3.25,2.35,1,Female,0.0025723012573740825,1.7628018926310737e-9
2,59,64,123,2.75,2.57,0,Male,0.008451248712262048,2.9829443023588208e-6
1,39,55,94,2.8,3.04,1,Female,0.002697008151699434,0.0019633329308253377
2,39,52,91,3,2.14,0,Male,0.0025982133176081527,1.864815620596499e-5
2,67,52,119,4,2.27,0,Male,0.00445155536241636,0.0029745683719781036
2,55,54,109,3,1.83,0,Male,0.0032230184483957075,0.0011023391722621177
1,57,61,118,3,2.75,1,Female,0.0032309699086661586,1.2529067989543847e-4
2,51,52,103,2.5,1.87,0,Male,0.005104608861096387,2.813545211007205e-4
1,52,67,119,3.5,3.22,1,Female,0.0029194009777851805,3.504880516999946e-4
1,59,48,107,2.5,3.1,1,Female,0.0038231492077170437,0.0029449412122256715
1,45,64,109,2.9,2.29,1,Female,0.0023492286540228585,2.0605450738646105e-6
2,48,50,98,2.8,2.1,0,Male,0.0029278709588000844,3.901260807889636e-5
1,52,52,104,3.5,2.96,1,Female,0.00271771720412798,2.8070427862741194e-4
2,41,56,97,2,0.47,0,Male,0.008739024928999643,0.01090913852710437
2,47,48,95,3.5,2.88,0,Male,0.002721272543147404,1.7775536855145176e-4
2,52,70,122,4,3.83,0,Male,0.004871313135865843,0.0010971753262037482
1,49,57,106,3.4,1.6,1,Female,0.002281632299738376,0.0015170802765722526
1,38,53,91,2.5,2.23,1,Female,0.003617196586484841,4.316340459871469e-4
1,44,50,94,2.5,3.07,1,Female,0.003400766558744108,0.0035526316089827294
1,56,67,123,3.8,2.6,1,Female,0.004060427033488596,5.7776208564232e-4
1,45,58,103,2.75,1.15,1,Female,0.002448241312775301,0.00177142017697373
1,59,67,126,3.5,2.88,1,Female,0.004020625359598356,4.904027826655749e-6
1,53,72,125,3.7,3.71,1,Female,0.0040620107716474625,0.0014186514613737302
2,53,38,91,4,3.41,0,Male,0.006210227763669844,0.0017025890135492485
2,66,66,132,3.5,3.65,0,Male,0.007524724197651789,0.0013848972341803263
2,36,35,71,2.3,1.65,0,Male,0.0074424137319324965,6.432671292747113e-5
2,57,54,111,3.7,2.15,0,Male,0.0028526109335892313,0.0012842105346382703
2,51,51,102,3.5,2.57,0,Male,0.0022567082750091752,2.2620526429886716e-5
2,76,68,144,4,3.66,0,Male,0.01154634140582805,1.9406755716530915e-5
1,60,66,126,4,3.31,1,Female,0.0052118621967916735,4.603031001053577e-5
1,46,52,98,3,2.84,1,Female,0.002248432751691364,6.439326896703393e-4
1,54,50,104,2.7,1.83,1,Female,0.0026441004649504817,1.7998844862253413e-4
2,55,64,119,3.6,3.35,0,Male,0.0037468775902449415,3.2476010009342004e-4
1,54,63,117,3.3,1.35,1,Female,0.002585386147459726,0.003272772316393578
2,52,43,95,3.4,3.1,0,Male,0.002470427660687106,5.941063237909746e-4
2,51,59,110,3.7,3.1,0,Male,0.002794609298643217,6.41300472736996e-5
1,49,51,100,3,2.19,1,Female,0.002111259257337978,4.171958591709079e-6
2,41,50,91,3,3.35,0,Male,0.0025982133176081527,0.0023246059782768844
2,57,59,116,4,3.91,0,Male,0.004149511193992311,0.0016011329323484872
1,54,52,106,2.7,1.83,1,Female,0.0027616289871687863,2.2767822668787015e-4
2,32,38,70,2.2,1.29,0,Male,0.008105909061817842,1.9308270748764965e-4
2,68,74,142,4,2.55,0,Male,0.010677934865067898,0.008378068582795292
2,49,51,100,3.25,2.68,0,Male,0.0020700399847067355,3.9693400987602797e-5
2,41,45,86,3.5,2.96,0,Male,0.0042602782995285905,8.333385813405197e-4
2,47,48,95,3,2.45,0,Male,0.00237083879770404,3.818652936565034e-5
1,51,54,105,3.25,2.7,1,Female,0.0020359758414514907,8.598182484614331e-5
1,57,59,116,3,2.24,1,Female,0.0028972889829178136,1.295577303437691e-4
1,36,38,74,2.9,2.04,1,Female,0.007612866783089634,3.5795799026255913e-4
1,44,59,103,3.67,2.38,1,Female,0.003597420883936664,2.0826194975267874e-4
1,47,55,102,2.5,1.79,1,Female,0.0033991085537820468,1.0274269944386417e-4
1,47,44,91,3,2,1,Female,0.0031405375995172315,2.4598481293554e-5
1,44,54,98,3.04,2.24,1,Female,0.002262292504592558,6.326931938772117e-8
1,43,46,89,2.5,1.63,1,Female,0.0038268797188816817,7.494151370044012e-5
2,39,31,70,2.3,1.13,0,Male,0.007679499074066919,8.826303705472803e-4
1,49,48,97,2.5,1.73,1,Female,0.003302050136028808,8.396471280769e-5
1,60,53,113,2.2,1.36,1,Female,0.007209414711858192,0.002133014169093296
1,50,60,110,3,2.81,1,Female,0.002210149152407266,2.7465574258639543e-4
2,40,48,88,3.1,1.17,0,Male,0.002909447662854811,0.002459533523909039
2,60,59,119,3.5,2.48,0,Male,0.0037966558139166193,6.071508157648126e-4
1,61,57,118,3.2,1.98,1,Female,0.0027932048918397805,8.579154446341977e-4
1,42,57,99,2.8,1.72,1,Female,0.002353500869732501,2.6658325588154775e-4
1,46,56,102,3.5,2.69,1,Female,0.002913173954910615,4.0289431088353945e-5
2,50,56,106,4,2.98,0,Male,0.00399285111331805,6.717427576698789e-6
2,44,57,101,4,3.4,0,Male,0.004404994427253555,6.459502694125764e-4
1,68,73,141,4,3.48,1,Female,0.008507829697992493,1.526603235647295e-5
2,43,45,88,2.5,2.15,0,Male,0.004244908166408586,1.7159171654688397e-4
1,54,60,114,3,2.4,1,Female,0.0026159252149585495,6.263967049389637e-6
1,49,55,104,3,2.42,1,Female,0.0019938637419984495,1.953666530660087e-5
2,50,50,100,3.7,2.19,0,Male,0.0029339538687829405,7.126482868538164e-4
1,54,54,108,3.3,1.5,1,Female,0.002053410648626632,0.001586670132973734
1,56,58,114,3.5,3.17,1,Female,0.0025251908170510224,3.4427330330581235e-4
1,55,65,120,2.3,1.94,1,Female,0.008224170752509382,2.896281075676459e-4
1,49,44,93,2.7,2.38,1,Female,0.0029328627882296357,3.628147906841578e-4
